W3.ID,City/Region (S6.1),State/Province,State/Country (S6.2),Year (S8.2),Country Population,Population Million,Climate Pattern,Precipitation ,Temperature C ,Area (km2),Pop. Density,Household Size ,Urbanization (%),Expense (% of GDP),Unemployment (%),Age (15-64) %,Age (65+) %,Per Capita Energy Demand ,Energy Demand  (Million kWh) ,Country GDP/Capita 2015 $ ,Service,Service GDP%,Education Index (HDI) ,Sustainability Index,Waste Regulations 
115,Pune,,India,2016," 1,324.52 ",3.124,Aw,w,A, 485 ,6442.2,4.57,100.00,59.30,5.42,66.27,5.79," 1,008 "," 1,335,334 "," 1,719 ",47.7,52.3,0.54,60.07,Yes
116,Surat,,India,2016," 1,324.52 ",5.500,As,s,A, 474 ,11603.4,4.57,100.00,59.30,5.42,66.27,5.79," 1,008 "," 1,335,334 "," 1,719 ",47.7,52.3,0.54,60.07,Yes
117,Kobe,,Japan,2015, 127.14 ,1.547,Cfa,f,Ca, 552 ,2803.4,2.33,100.00,55.77,3.40,60.99,26.02," 8,029 "," 1,020,757 "," 34,961 ",69.8,69.7,0.84,79.85,Yes
118,Kanpur,,India,2016," 1,324.52 ",2.767,BSh,BS,h, 260 ,10642.4,4.57,100.00,59.30,5.42,66.27,5.79," 1,008 "," 1,335,334 "," 1,719 ",47.7,52.3,0.54,60.07,Yes
119,Havana,,Cuba,2015, 11.32 ,2.136,Am,m,A, 728 ,2933.7,3.14,100.00,55.72,2.40,69.28,14.05," 1,704 "," 19,295 "," 7,694 ",72.8,73.5,0.77,73.65,Yes
120,Bishkek,,Kyrgyzstan,2015, 5.96 ,0.865,Dfa,f,Da, 127 ,6811.0,4.21,100.00,90.55,7.56,64.16,4.34," 2,238 "," 13,331 "," 1,121 ",52.1,57.1,0.72,74.00,Yes
121,Jaipur,,India,2016," 1,324.52 ",3.046,BSh,BS,h, 467 ,6522.8,4.57,100.00,59.30,5.42,66.27,5.79," 1,008 "," 1,335,334 "," 1,719 ",47.7,52.3,0.54,60.07,Yes
122,Lusaka,,Zambia,2011, 14.02 ,1.719,Cwa,w,Ca, 418 ,4112.4,5.13,100.00,55.76,10.55,50.79,2.08, 806 ," 11,301 "," 1,244 ",50.4,55.9,0.53,53.39,Yes
123,Liège,,Belgium,2014, 11.21 ,1.021,Cfb,f,Cb," 1,879 ",543.2,2.34,100.00,51.81,8.52,65.05,17.98," 7,661 "," 85,873 "," 40,405 ",69.2,77.3,0.88,82.19,Yes
124,Sana'a,,"Yemen, Rep.",2017, 27.83 ,2.331,BWk,BW,k, 126 ,18497.5,6.67,100.00,#N/A,13.30,57.15,2.85, 132 ," 3,682 "," 1,312 ",19.2,60.2,0.34,52.86,Yes
125,Lucknow,,India,2016," 1,324.52 ",2.817,Cwa,w,Ca, 631 ,4464.5,4.57,100.00,59.30,5.42,66.27,5.79," 1,008 "," 1,335,334 "," 1,719 ",47.7,52.3,0.54,60.07,Yes
126,Tashkent,,Uzbekistan,2012, 29.77 ,2.251,Csa,s,Ca, 335 ,6719.4,5.24,100.00,62.41,4.90,67.11,4.25," 1,666 "," 49,597 "," 2,219 ",39.4,41.7,0.69,69.84,Yes
127,Panama City,,Panama,2010, 3.64 ,1.383,Am,m,A, 275 ,5027.9,3.67,100.00,57.36,3.72,64.11,6.76," 2,044 "," 7,444 "," 10,232 ",72.9,76.2,0.67,67.98,Yes
128,Córdoba,,Argentina,2010, 40.79 ,1.330,Cwa,w,Ca, 576 ,2308.3,3.26,100.00,64.23,7.71,63.77,10.20," 3,177 "," 129,565 "," 13,551 ",51.5,61.4,0.82,72.80,Yes
129,Guatemala City,,Guatemala,2013, 15.04 ,2.918,Aw,w,A, 220 ,13263.6,4.81,100.00,85.56,3.02,58.14,4.39, 602 ," 9,050 "," 3,802 ",60.8,65.3,0.45,59.91,Yes
130,Montevideo,,Uruguay,2012, 3.38 ,1.319,Cfa,f,Ca, 530 ,2488.9,2.79,100.00,67.03,6.45,64.12,14.20," 3,267 "," 11,041 "," 14,541 ",59.3,64.7,0.73,74.55,Yes
131,Washington,,United States,2016, 323.07 ,0.694,Cfa,f,Ca, 177 ,3920.7,2.53,100.00,67.72,4.87,65.94,15.03," 12,847 "," 4,150,588 "," 57,419 ",77.5,80.2,0.90,76.01,Yes
132,Medellín,,Colombia,2013, 46.50 ,2.464,Af,f,A, 382 ,6451.1,3.53,100.00,65.53,9.05,67.26,7.19," 1,521 "," 70,741 "," 5,867 ",53.4,61.9,0.64,70.56,Yes
133,Brussels,,Belgium,2013, 11.16 ,1.155,Cfb,f,Cb, 162 ,7127.4,2.34,100.00,52.46,8.43,65.26,17.79," 7,901 "," 88,169 "," 39,954 ",68.8,77.3,0.88,82.19,Yes
134,Managua,,Nicaragua,2012, 5.98 ,1.003,Aw,w,A, 267 ,3756.1,4.92,100.00,75.66,5.21,63.02,4.58, 618 ," 3,696 "," 1,851 ",48.0,57.0,0.53,66.29,Yes
135,Rosario,,Argentina,2010, 40.79 ,1.194,Cfa,f,Ca, 179 ,6668.2,3.26,100.00,64.23,7.71,63.77,10.20," 3,177 "," 129,565 "," 13,551 ",51.5,61.4,0.82,72.80,Yes
136,Monterrey,,Mexico,2016, 123.33 ,1.109,BSh,BS,h, 325 ,3412.8,3.74,100.00,65.52,3.86,65.82,6.87," 2,458 "," 303,140 "," 9,752 ",60.8,64.8,0.68,69.13,Yes
137,Libreville,,Gabon,2005, 1.39 ,0.707,Am,m,A, 189 ,3740.7,4.10,100.00,30.03,16.91,55.95,4.71," 1,086 "," 1,510 "," 7,504 ",29.6,32.2,0.58,62.82,Yes
138,Addis Ababa,,Ethiopia,2010, 87.64 ,2.979,Cwb,w,Cb, 527 ,5652.9,4.64,100.00,72.43,2.34,51.77,3.30, 57 ," 4,972 ", 453 ,41.8,44.3,0.31,54.52,Yes
139,Kitakyushu,,Japan,2015, 127.14 ,0.972,Cfa,f,Ca, 492 ,1976.0,2.33,100.00,55.77,3.40,60.99,26.02," 8,029 "," 1,020,757 "," 34,961 ",69.8,69.7,0.84,79.85,Yes
140,Ludhiana,,India,2016," 1,324.52 ",1.840,BSh,BS,h, 159 ,11572.3,4.57,100.00,59.30,5.42,66.27,5.79," 1,008 "," 1,335,334 "," 1,719 ",47.7,52.3,0.54,60.07,Yes
141,Antananarivo,,Madagascar,2016, 24.89 ,2.610,Cwb,w,Cb, 86 ,30208.3,4.95,100.00,71.52,1.80,55.83,2.88, 74 ," 1,840 ", 473 ,51.0,53.2,0.49,49.01,Yes
142,Maputo,,Mozambique,2016, 27.83 ,1.100,Aw,w,A, 346 ,3179.2,4.37,100.00,65.58,3.45,51.88,2.90, 514 ," 14,297 ", 595 ,45.3,53.6,0.38,51.05,Yes
143,Prague,,Czech Republic,2013, 10.51 ,1.243,Cfb,f,Cb, 496 ,2506.5,2.37,100.00,49.57,6.95,68.35,16.96," 5,864 "," 61,659 "," 16,594 ",54.6,60.0,0.88,81.39,Yes
144,Stockholm,,Sweden,2013, 9.60 ,0.898,Cfb,f,Cb, 382 ,2350.0,2.20,100.00,47.04,8.05,64.04,19.12," 14,362 "," 137,885 "," 49,049 ",65.2,73.5,0.91,85.61,Yes
145,Kumasi,,Ghana,2015, 27.85 ,1.470,Aw,w,A, 254 ,5787.4,3.49,100.00,73.34,6.81,58.80,3.00, 405 ," 11,270 "," 1,706 ",40.5,43.2,0.54,62.49,Yes
146,Nagpur,,India,2016," 1,324.52 ",2.406,Aw,w,A, 393 ,6121.3,4.57,100.00,59.30,5.42,66.27,5.79," 1,008 "," 1,335,334 "," 1,719 ",47.7,52.3,0.54,60.07,Yes
147,Douala,,Cameroon,2000, 15.51 ,1.490,Am,m,A, 210 ,7095.2,4.79,100.00,70.23,7.59,51.75,3.16, 224 ," 3,480 "," 1,056 ",45.0,54.6,0.36,55.26,No
148,Yaoundé,,Cameroon,2012, 21.49 ,2.349,Aw,w,A, 180 ,13050.0,4.99,100.00,72.02,3.82,53.62,2.81, 306 ," 6,571 "," 1,221 ",50.8,55.8,0.50,55.26,Yes
149,Oslo,,Norway,2013, 5.08 ,0.986,Dfb,f,Db, 454 ,2171.8,2.22,100.00,40.19,3.42,65.98,15.73," 24,934 "," 126,657 "," 73,047 ",52.6,63.4,0.92,81.98,Yes
150,Doha,,Qatar,2015, 2.57 ,0.718,BWh,BW,h, 132 ,5439.4,5.30,100.00,22.29,0.17,85.57,1.00," 15,143 "," 38,852 "," 63,039 ",46.1,44.4,0.64,66.73,Yes
151,,Sakarya,Turkey,2014, 77.23 ,0.926,Cfa,f,Ca," 4,895 ",189.1,4.07,73.08,60.37,9.88,66.43,7.70," 3,169 "," 244,706 "," 10,550 ",53.8,60.6,0.70,70.38,Yes
152,Visakhapatnam,,India,2016," 1,324.52 ",1.728,Aw,w,A, 682 ,2533.9,4.57,100.00,59.30,5.42,66.27,5.79," 1,008 "," 1,335,334 "," 1,719 ",47.7,52.3,0.54,60.07,Yes
153,Harare,,Zimbabwe,2000, 11.88 ,1.379,Cwb,w,Cb, 961 ,1435.0,4.46,100.00,59.91,5.69,54.95,2.99," 1,003 "," 11,916 "," 1,697 ",70.1,52.6,0.49,58.66,No
154,Canberra,,Australia,2010, 22.03 ,0.354,Cfb,f,Cb, 814 ,434.4,2.50,100.00,56.00,5.21,67.59,13.38," 10,771 "," 237,303 "," 53,605 ",65.7,69.3,0.92,75.58,Yes
155,Tangier,,Morocco,2017, 35.58 ,1.100,Csa,s,Ca, 116 ,9482.8,5.24,100.00,57.91,9.24,65.79,6.75," 1,083 "," 38,519 "," 3,306 ",50.0,56.8,0.55,70.53,Yes
156,Mandalay,,Myanmar,2017, 53.38 ,1.000,BSh,BS,h, 164 ,6097.6,4.22,100.00,55.78,1.56,67.59,5.56, 376 ," 20,055 "," 1,271 ",39.6,40.7,0.45,64.95,Yes
157,Patna,,India,2016," 1,324.52 ",1.684,Cwa,w,Ca, 250 ,6736.9,4.57,100.00,59.30,5.42,66.27,5.79," 1,008 "," 1,335,334 "," 1,719 ",47.7,52.3,0.54,60.07,Yes
158,Bamako,,Mali,2008, 14.11 ,1.933,Aw,w,A, 245 ,7889.8,6.16,100.00,73.09,10.49,49.80,2.84, 116 ," 1,644 ", 707 ,36.7,39.7,0.26,52.16,Yes
159,Indore,,India,2016," 1,324.52 ",1.994,As,s,A, 530 ,3763.0,4.57,100.00,59.30,5.42,66.27,5.79," 1,008 "," 1,335,334 "," 1,719 ",47.7,52.3,0.54,60.07,Yes
160,Ottawa,,Canada,2013, 35.08 ,0.934,Dfb,f,Db, 521 ,1793.2,2.45,100.00,55.96,7.07,68.63,15.20," 16,712 "," 586,307 "," 42,846 ",65.2,72.1,0.86,79.16,Yes
161,Coimbatore,,India,2016," 1,324.52 ",1.051,Aw,w,A, 247 ,4253.9,4.57,100.00,59.30,5.42,66.27,5.79," 1,008 "," 1,335,334 "," 1,719 ",47.7,52.3,0.54,60.07,Yes
162,Amsterdam,,Netherlands,2013, 16.80 ,0.799,Cfb,f,Cb, 220 ,3633.4,2.23,100.00,45.49,7.24,65.99,16.93," 6,884 "," 115,687 "," 44,038 ",69.1,77.9,0.90,81.56,Yes
163,Kraków,,Poland,2016, 37.97 ,0.741,Cfb,f,Cb, 327 ,2266.7,2.81,100.00,58.61,6.16,68.88,16.34," 4,036 "," 153,258 "," 12,979 ",56.3,63.4,0.87,80.22,Yes
164,Tegucigalpa,,Honduras,2015, 9.11 ,1.200,Aw,w,A, 202 ,5940.6,4.47,100.00,77.51,6.15,61.95,4.33," 1,020 "," 9,295 "," 2,302 ",58.8,60.8,0.48,62.77,Yes
165,Chittagong,,Bangladesh,2012, 151.01 ,2.582,Am,m,A, 168 ,15366.9,4.47,100.00,73.74,4.12,64.17,4.95, 304 ," 45,834 "," 1,078 ",53.2,56.0,0.46,63.45,Yes
166,Ouagadougou,,Burkina Faso,2003, 12.65 ,1.328,BSh,BS,h, 520 ,2553.8,6.49,100.00,82.88,2.78,50.66,2.65, 39 , 496 , 484 ,44.9,48.7,0.15,53.51,No
167,Osh,,Kyrgyzstan,2015, 5.96 ,0.282,BSk,BS,k, 182 ,1548.9,4.21,100.00,90.55,7.56,64.16,4.34," 2,238 "," 13,331 "," 1,121 ",52.1,57.1,0.72,74.00,Yes
168,Riga,,Latvia,2014, 1.99 ,0.643,Cfb,f,Cb, 304 ,2116.3,2.48,100.00,61.08,10.85,65.92,19.28," 3,534 "," 7,047 "," 13,136 ",65.6,74.3,0.86,79.15,Yes
169,Lomé,,Togo,2014, 7.14 ,0.956,Aw,w,A, 333 ,2870.9,4.55,100.00,73.58,2.14,54.85,2.79, 169 ," 1,208 ", 554 ,28.1,55.6,0.49,53.23,Yes
170,Athens,,Greece,2012, 11.05 ,0.664,Csa,s,Ca, 412 ,1611.8,2.50,100.00,70.22,24.44,65.32,19.72," 4,995 "," 55,170 "," 18,131 ",70.0,79.7,0.81,75.41,Yes
171,Wellington,,New Zealand,2010, 4.35 ,0.383,Cfb,f,Cb, 444 ,862.6,2.67,100.00,57.83,6.56,66.45,13.05," 9,986 "," 43,445 "," 35,407 ",64.4,69.9,0.90,79.13,Yes
172,San Salvador,,El Salvador,2013, 6.27 ,1.097,Aw,w,A, 72 ,15183.4,4.07,100.00,87.68,3.69,62.99,7.47, 974 ," 6,101 "," 3,591 ",59.5,66.1,0.58,67.93,Yes
173,Bhopal,,India,2016," 1,324.52 ",1.798,Csa,s,Ca, 463 ,3883.8,4.57,100.00,59.30,5.42,66.27,5.79," 1,008 "," 1,335,334 "," 1,719 ",47.7,52.3,0.54,60.07,Yes
174,Lisbon,,Portugal,2014, 10.40 ,0.512,Csa,s,Ca, 100 ,5116.7,2.62,100.00,66.14,13.89,65.42,20.32," 4,937 "," 51,349 "," 18,825 ",66.3,75.2,0.75,78.64,Yes
175,San Pedro Sula,,Honduras,2016, 9.27 ,0.852,Am,m,A, 856 ,995.3,4.47,100.00,76.90,6.73,62.56,4.44, 991 ," 9,187 "," 2,351 ",58.4,60.8,0.49,62.77,Yes
176,Vilnius,,Lithuania,2013, 2.96 ,0.517,Dfb,f,Db, 402 ,1286.1,2.35,100.00,62.37,11.77,67.34,18.12," 3,598 "," 10,642 "," 13,257 ",59.7,66.6,0.86,76.70,Yes
177,Monrovia,,Liberia,2007, 3.46 ,1.056,Am,m,A, 194 ,5443.3,5.04,100.00,#N/A,2.21,53.58,3.38, 66 , 230 , 599 ,28.5,21.5,0.40,48.65,Yes
178,Chisinau,,Moldova,2015, 2.83 ,0.790,Cfa,f,Ca, 123 ,6419.0,2.80,100.00,87.44,4.70,74.16,10.05," 1,454 "," 4,120 "," 2,732 ",53.0,60.8,0.71,73.68,Yes
179,Colombo,,Sri Lanka,2016, 21.20 ,0.318,Af,f,A, 37 ,8526.8,3.80,100.00,70.98,4.24,65.64,9.77, 648 ," 13,730 "," 3,972 ",56.4,61.9,0.74,68.10,Yes
180,Asunción,,Paraguay,2010, 6.25 ,0.525,Cfa,f,Ca, 117 ,4489.7,4.63,100.00,64.08,4.57,61.84,5.22," 1,639 "," 10,239 "," 4,767 ",45.3,48.8,0.60,66.94,Yes
181,Ghaziabad,,India,2016," 1,324.52 ",1.649,BSh,BS,h, 210 ,7850.7,4.57,100.00,59.30,5.42,66.27,5.79," 1,008 "," 1,335,334 "," 1,719 ",47.7,52.3,0.54,60.07,Yes
182,Pimpri-Chinchwad,,India,2016," 1,324.52 ",1.728,Aw,w,A, 181 ,9545.3,4.57,100.00,59.30,5.42,66.27,5.79," 1,008 "," 1,335,334 "," 1,719 ",47.7,52.3,0.54,60.07,Yes
183,Tripoli,,Libya,2015, 6.42 ,1.126,BSh,BS,h," 1,507 ",747.2,5.60,100.00,22.35,19.53,66.89,4.24," 5,730 "," 36,780 "," 4,338 ",32.0,32.0,0.61,#N/A,Yes
184,Cotonou,,Benin,2000, 6.87 ,0.642,Aw,w,A, 79 ,8126.6,5.18,100.00,82.05,0.85,51.60,3.26, 67 , 458 , 906 ,35.3,42.5,0.27,49.87,No
185,Dushanbe,,Tajikistan,2014, 8.25 ,0.679,Csa,s,Ca, 127 ,5349.6,5.99,100.00,103.17,8.23,61.38,2.99," 1,829 "," 15,095 ", 946 ,41.1,47.8,0.66,69.76,Yes
186,Zagreb,,Croatia,2015, 4.20 ,0.687,Cfa,f,Ca, 641 ,1071.8,2.80,100.00,58.28,16.18,66.21,19.25," 4,172 "," 17,536 "," 11,782 ",59.4,70.6,0.80,80.38,Yes
187,Faridabad,,India,2016," 1,324.52 ",1.414,BSh,BS,h, 190 ,7442.4,4.57,100.00,59.30,5.42,66.27,5.79," 1,008 "," 1,335,334 "," 1,719 ",47.7,52.3,0.54,60.07,Yes
188,Beirut,,Lebanon,2015, 6.53 ,0.650,Csa,s,Ca, 67 ,9701.5,4.30,100.00,90.83,9.32,66.33,6.33," 3,210 "," 20,973 "," 7,645 ",73.8,79.4,0.59,66.84,Yes
189,Navi Mumbai,,India,2016," 1,324.52 ",1.121,Am,m,A, 109 ,10280.5,4.57,100.00,59.30,5.42,66.27,5.79," 1,008 "," 1,335,334 "," 1,719 ",47.7,52.3,0.54,60.07,Yes
190,Rabat,,Morocco,2014, 34.19 ,0.650,Csa,s,Ca, 117 ,5555.6,5.24,100.00,60.05,9.70,65.87,6.26," 1,019 "," 34,831 "," 3,125 ",51.6,56.2,0.51,70.53,Yes
191,Allahabad,,India,2016," 1,324.52 ",1.168,Csa,s,Ca, 365 ,3201.1,4.57,100.00,59.30,5.42,66.27,5.79," 1,008 "," 1,335,334 "," 1,719 ",47.7,52.3,0.54,60.07,Yes
192,Copenhagen,,Denmark,2014, 5.64 ,0.570,Cfb,f,Cb, 180 ,3167.6,2.10,100.00,47.16,6.93,64.40,18.57," 5,946 "," 33,557 "," 52,405 ",65.6,75.9,0.93,84.86,Yes
193,Vientiane,,Lao PDR,2011, 6.35 ,0.997,Aw,w,A, 130 ,7669.2,5.77,100.00,65.80,0.73,60.50,3.70, 515 ," 3,267 "," 1,683 ",41.8,45.5,0.45,63.01,Yes
194,Cebu,,Philippines,2016, 103.66 ,0.923,Af,f,A, 315 ,2930.2,4.23,100.00,72.55,2.70,63.32,4.76, 796 ," 82,475 "," 3,168 ",59.5,58.8,0.66,64.51,Yes
195,Amritsar,,India,2016," 1,324.52 ",1.132,BSh,BS,h, 139 ,8146.6,4.57,100.00,59.30,5.42,66.27,5.79," 1,008 "," 1,335,334 "," 1,719 ",47.7,52.3,0.54,60.07,Yes
196,Auckland,,New Zealand,2011, 4.38 ,1.415,Cfb,f,Cb, 607 ,2330.6,2.67,100.00,58.31,6.49,66.21,13.29," 9,823 "," 43,062 "," 35,931 ",64.4,69.9,0.90,79.13,Yes
197,Guwahati,,India,2016," 1,324.52 ",0.957,Cwa,w,Ca, 216 ,4432.2,4.57,100.00,59.30,5.42,66.27,5.79," 1,008 "," 1,335,334 "," 1,719 ",47.7,52.3,0.54,60.07,Yes
198,Tunis,,Tunisia,2012, 10.85 ,0.700,Csa,s,Ca, 213 ,3286.4,4.00,100.00,66.97,17.63,69.17,7.49," 1,601 "," 17,370 "," 3,720 ",57.1,60.8,0.63,71.44,Yes
199,Conakry,,Guinea,1996, 7.46 ,1.045,Aw,w,A, 450 ,2322.2,6.78,100.00,76.88,4.49,50.30,3.56, 83 , 618 , 598 ,49.5,47.1,0.15,50.96,Yes
200,Muscat,,Oman,2017, 4.67 ,0.838,BWh,BW,h, 274 ,3058.4,8.02,100.00,39.15,2.57,75.61,2.34," 7,645 "," 35,673 "," 15,465 ",52.0,44.8,0.73,70.13,Yes
201,Kota,,India,2016," 1,324.52 ",1.002,BSh,BS,h, 570 ,1757.4,4.57,100.00,59.30,5.42,66.27,5.79," 1,008 "," 1,335,334 "," 1,719 ",47.7,52.3,0.54,60.07,Yes
202,Bujumbura,,Burundi,2002, 6.70 ,0.412,Aw,w,A, 127 ,3244.1,4.26,100.00,93.62,1.59,48.77,2.44, 23 , 155 , 311 ,35.5,39.1,0.20,51.80,No
203,Vijayawada,,India,2016," 1,324.52 ",1.138,Aw,w,A, 62 ,18351.5,4.57,100.00,59.30,5.42,66.27,5.79," 1,008 "," 1,335,334 "," 1,719 ",47.7,52.3,0.54,60.07,Yes
204,La Paz,,Bolivia,2010, 10.05 ,0.840,Cwb,w,Cb, 472 ,1780.1,3.53,100.00,62.30,2.61,59.39,6.12, 649 ," 6,522 "," 2,514 ",43.6,51.8,0.64,67.60,Yes
205,Tallinn,,Estonia,2012, 1.32 ,0.391,Dfb,f,Db, 159 ,2459.1,2.30,100.00,50.79,10.02,66.49,17.98," 6,265 "," 8,287 "," 16,251 ",58.8,68.8,0.88,81.58,Yes
206,Ann Arbor,,United States,2012, 313.88 ,0.307,Dfa,f,Da, 75 ,4093.3,2.55,100.00,68.21,8.07,66.62,13.56," 13,061 "," 4,099,686 "," 53,989 ",76.1,79.3,0.90,76.01,Yes
207,San Miguelito,,Panama,2010, 3.64 ,0.560,Am,m,A, 58 ,9660.1,3.67,100.00,57.36,3.72,64.11,6.76," 2,044 "," 7,444 "," 10,232 ",72.9,76.2,0.67,67.98,Yes
208,Dhanbad,,India,2016," 1,324.52 ",1.162,Aw,w,A, 275 ,4227.2,4.57,100.00,59.30,5.42,66.27,5.79," 1,008 "," 1,335,334 "," 1,719 ",47.7,52.3,0.54,60.07,Yes
209,Rajkot,,India,2016," 1,324.52 ",1.433,BSh,BS,h, 686 ,2088.5,4.57,100.00,59.30,5.42,66.27,5.79," 1,008 "," 1,335,334 "," 1,719 ",47.7,52.3,0.54,60.07,Yes
210,Bhubaneswar,,India,2016," 1,324.52 ",0.838,Aw,w,A, 186 ,4504.0,4.57,100.00,59.30,5.42,66.27,5.79," 1,008 "," 1,335,334 "," 1,719 ",47.7,52.3,0.54,60.07,Yes
211,Kemerovo,,Russia,2016, 144.34 ,0.533,Dfb,f,Db, 295 ,1806.8,2.58,100.00,53.25,5.56,68.83,13.88," 6,944 "," 1,002,357 "," 11,356 ",57.0,62.4,0.82,73.75,Yes
212,Skopje,,Macedonia,2016, 2.07 ,0.503,Cfb,f,Cb, 571 ,880.9,3.60,100.00,66.92,23.72,70.36,12.86," 3,524 "," 7,303 "," 4,978 ",53.5,61.5,0.70,72.53,Yes
213,Kathmandu,,Nepal,2012, 26.99 ,1.003,Cwa,w,Ca, 50 ,20065.7,4.24,100.00,82.98,2.33,59.50,5.25, 160 ," 4,308 ", 791 ,48.0,49.5,0.48,66.52,Yes
214,Bristol,,United Kingdom,2015, 65.12 ,0.449,Cfb,f,Cb, 110 ,4084.5,2.31,100.00,64.46,5.30,64.47,17.97," 5,296 "," 344,843 "," 45,039 ",70.5,78.6,0.91,79.97,Yes
215,Ashgabat,,Turkmenistan,2012, 5.27 ,0.746,BWk,BW,k, 918 ,812.6,6.30,100.00,15.08,4.09,66.46,4.06," 2,599 "," 13,689 "," 5,250 ",24.9,28.5,0.63,61.14,Yes
216,Freetown,,Sierra Leone,2012, 6.71 ,0.800,Am,m,A, 82 ,9816.0,5.90,100.00,89.79,4.40,54.24,3.05, 27 , 178 , 627 ,32.6,36.7,0.36,51.69,Yes
217,Toyama,,Japan,2015, 127.14 ,0.418,Cfa,f,Ca," 1,242 ",337.0,2.33,100.00,55.77,3.40,60.99,26.02," 8,029 "," 1,020,757 "," 34,961 ",69.8,69.7,0.84,79.85,Yes
218,Mostaganem,,Algeria,2006, 33.64 ,0.720,BSh,BS,h, 50 ,14400.0,5.90,100.00,31.71,12.27,66.45,5.03, 974 ," 32,766 "," 3,760 ",31.0,32.3,0.58,70.86,Yes
219,Ciudad del Este,,Paraguay,2010, 6.25 ,0.338,Cfa,f,Ca, 104 ,3246.2,4.63,100.00,64.08,4.57,61.84,5.22," 1,639 "," 10,239 "," 4,767 ",45.3,48.8,0.60,66.94,Yes
220,?ód?,,Poland,2015, 37.99 ,0.729,Cfb,f,Cb, 293 ,2487.7,2.81,100.00,58.58,7.50,69.42,15.73," 3,935 "," 149,461 "," 12,578 ",56.2,63.4,0.86,80.22,Yes
221,Nashik,,India,2016," 1,324.52 ",1.486,Aw,w,A, 259 ,5737.7,4.57,100.00,59.30,5.42,66.27,5.79," 1,008 "," 1,335,334 "," 1,719 ",47.7,52.3,0.54,60.07,Yes
222,Grodno,,Belarus,2016, 9.47 ,0.340,Dfb,f,Db, 142 ,2394.4,2.45,100.00,54.51,5.84,69.07,14.42," 3,644 "," 34,505 "," 5,792 ",48.5,55.1,0.84,78.82,Yes
223,Mysore,,India,2016," 1,324.52 ",1.058,Aw,w,A, 155 ,6827.2,4.57,100.00,59.30,5.42,66.27,5.79," 1,008 "," 1,335,334 "," 1,719 ",47.7,52.3,0.54,60.07,Yes
224,Sarajevo,,Bosnia and Herzegovina,2014, 3.48 ,0.318,Cfb,f,Cb, 142 ,2239.4,3.10,100.00,82.89,27.52,70.42,14.34," 3,543 "," 12,336 "," 4,516 ",56.8,66.1,0.69,73.70,Yes
225,Niamey,,Niger,2003, 12.65 ,0.816,BSh,BS,h, 239 ,3414.2,6.09,100.00,74.47,2.32,48.65,2.43, 37 , 462 , 411 ,36.0,44.9,0.13,49.53,No
226,Dublin,,Ireland,2012, 4.60 ,0.528,Cfb,f,Cb, 118 ,4471.3,2.77,100.00,45.20,15.45,67.02,11.66," 5,771 "," 26,545 "," 45,983 ",64.9,73.3,0.88,80.96,Yes
227,Pamplona,,Spain,2014, 46.48 ,0.196,Cfb,f,Cb, 25 ,7826.0,2.62,100.00,59.36,24.44,66.78,18.32," 5,589 "," 259,772 "," 24,762 ",68.4,74.9,0.82,79.46,Yes
228,Bratislava,,Slovak Republic,2013, 5.41 ,0.416,Cfb,f,Cb, 367 ,1132.4,2.85,100.00,55.59,14.22,71.52,13.30," 4,950 "," 26,799 "," 15,190 ",59.6,63.2,0.82,79.57,Yes
229,Gwalior,,India,2016," 1,324.52 ",1.069,BSh,BS,h, 289 ,3699.9,4.57,100.00,59.30,5.42,66.27,5.79," 1,008 "," 1,335,334 "," 1,719 ",47.7,52.3,0.54,60.07,Yes
230,Angers-Loire Metropole,,France,2015, 66.55 ,0.278,Cfb,f,Cb, 667 ,416.1,2.22,100.00,54.05,10.35,62.77,18.88," 7,275 "," 484,152 "," 36,638 ",70.2,78.5,0.81,81.67,Yes
231,San Jose,,Costa Rica,2010, 4.58 ,0.310,Af,f,A, 44 ,7038.0,3.46,100.00,65.40,7.17,68.39,7.30," 2,078 "," 9,512 "," 10,237 ",61.9,67.4,0.65,73.55,Yes
232,Karlovy Vary,,Czech Republic,2014, 10.53 ,0.299,Cfb,f,Cb, 59 ,5072.8,2.37,100.00,48.32,6.11,67.62,17.49," 5,837 "," 61,440 "," 16,951 ",54.2,60.0,0.89,81.39,Yes
233,Pristina,,Kosovo,2015, 1.79 ,0.210,Cfb,f,Cb, 523 ,401.5,5.60,100.00,85.08,#N/A,#N/A,#N/A," 3,150 "," 5,632 "," 3,603 ",46.6,58.2,#N/A,#N/A,No
234,Kaunas,,Lithuania,2013, 2.96 ,0.293,Dfb,f,Db, 157 ,1864.3,2.35,100.00,62.37,11.77,67.34,18.12," 3,598 "," 10,642 "," 13,257 ",59.7,66.6,0.86,76.70,Yes
235,Thessaloniki,,Greece,2015, 10.82 ,0.354,Csa,s,Ca, 19 ,18357.0,2.50,100.00,68.30,24.90,64.62,20.82," 5,299 "," 57,340 "," 18,050 ",70.0,79.2,0.83,75.41,Yes
236,Juba,,South Sudan,2013, 10.36 ,0.321,Aw,w,A, 52 ,6173.1,5.95,100.00,92.31,12.13,53.56,3.40, 44 , 454 ," 1,256 ",68.1,50.9,0.32,38.90,No
237,Sialkot,,Pakistan,2010, 179.42 ,0.809,Cwa,w,Ca," 3,016 ",268.2,6.80,100.00,79.72,0.65,58.07,4.24, 515 ," 92,413 "," 1,239 ",52.8,55.1,0.35,57.72,Yes
